"Allied_Nations","Diplomatic_Meetings_Set","Percent_Of_Forces_Mobilized","Hostile_Nations","Active_Threats","Inactive_Threats","Citizen_Fear_Index","Closest_Threat_Distance(km)","Aircraft_Carriers_Responding","Troops_Mobilized(thousands)","DEFCON_Level","ID"
6,1,0.21,4,15,104,0.376651982378848,351.92,1,985600,2,7848
8,0,0.63,2,14,19,0.392804698972102,327.54,1,950400,4,2717
8,0,0.39,2,12,96,0.494126284875182,333.9,1,800800,2,4848
10,0,0.37,2,27,90,0.640969162995595,347.68,1,827200,2,4905
10,1,0.26,2,7,42,0.479441997063142,338.14,1,880000,3,8124
10,0,0.49,2,6,24,0.567547723935388,333.9,1,950400,3,6532
7,0,0.01,1,26,42,0.417767988252572,355.1,1,1029600,3,11544
7,1,0.26,5,12,104,0.501468428781202,345.56,0,827200,3,9322
11,0,0.45,2,11,33,0.626284875183555,322.24,1,1012000,4,11530
6,1,0.1,2,27,40,0.257709251101309,351.92,1,968000,3,6091
8,1,0.52,2,12,88,0.447136563876652,342.38,1,818400,2,3453
12,0,0.49,5,19,64,0.567547723935388,309.52,1,888800,3,8375
7,1,0.13,2,15,34,0.523494860499261,367.82,1,809600,2,576
9,1,0.04,2,4,12,0.401615271659319,349.8,1,968000,1,9428
6,1,0,3,11,34,0.359030837004405,371,1,1012000,3,8003
7,1,0.02,2,17,30,0.517621145374455,367.82,1,871200,4,11295
8,1,0.2,1,10,73,0.530837004405281,345.56,1,836000,2,1847
9,0,0.31,2,4,28,0.536710719530095,347.68,1,915200,3,5070
8,0,0.26,2,10,28,0.553597650513947,364.64,0,880000,3,1429
7,1,0.07,3,5,20,0.425110132158592,358.28,0,941600,3,131
8,1,0,2,9,25,0.604258443465487,341.32,1,818400,2,4451
9,1,0.05,3,17,36,0.640969162995595,356.16,1,853600,2,3293
8,1,0,3,11,31,0.567547723935388,363.58,1,897600,3,11818
8,1,0.13,2,7,23,0.486784140969162,354.04,1,818400,3,32
8,1,0.15,4,52,71,0.485315712187948,345.56,0,827200,2,7507
8,1,0,2,9,22,0.552863436123348,341.32,1,818400,1,9872
10,0,0.49,2,15,37,0.428046989720995,342.38,1,1020800,4,2282
10,0,0.2,6,10,49,0.662995594713654,343.44,0,827200,3,6638
10,0,0.43,2,21,65,0.668869309838468,346.62,1,827200,2,545
9,1,0.22,2,5,15,0.640969162995595,361.46,1,840400,2,7527
6,1,0.1,3,13,38,0.219530102790012,358.28,1,924000,2,5215
7,1,0.15,2,6,24,0.508810572687221,367.82,1,818400,3,12321
7,1,0.33,2,35,102,0.406020558002936,364.64,1,994400,3,2070
11,1,0.66,2,12,41,0.419236417033762,347.68,1,836000,2,4999
8,0,0.34,2,11,41,0.435389133627015,346.62,1,862400,2,262
7,0,0.11,2,16,82,0.406020558002936,380.54,1,897600,2,10850
8,1,0.22,2,10,43,0.383994126284868,355.1,1,959200,2,7306
10,1,0.27,2,22,99,0.802496328928039,332.84,1,1020800,3,1546
6,1,0.06,2,38,52,0.416299559471358,378.42,1,968000,3,5179
8,1,0.1,3,18,49,0.538179148311301,334.96,1,800800,2,12137
7,0,0.08,2,9,28,0.441997063142428,362.52,1,880000,3,2482
7,1,0.19,5,51,98,0.450807635829661,351.92,1,915200,2,1785
8,1,0.08,2,5,11,0.450073421439055,362.52,0,836000,1,6258
7,1,0.2,2,7,62,0.508810572687221,362.52,1,800800,2,11665
9,0,0.46,1,34,59,0.360499265785603,333.9,1,1073600,4,7464
8,0,0.27,2,5,12,0.358296622613799,366.76,1,1082400,1,70
10,1,0.27,2,21,68,0.802496328928039,343.44,1,994400,2,4775
9,0,0.23,3,16,125,0.671806167400888,350.86,1,827200,2,3077
9,0,0.21,2,41,77,0.508076358296614,367.82,1,844800,2,7107
7,1,0.05,4,15,17,0.475770925110132,382.66,1,968000,1,3742
10,1,0.64,2,6,19,0.424375917767985,349.8,1,836000,3,9708
8,0,0.42,2,12,24,0.486784140969162,365.7,1,906400,3,9162
8,0,0.56,1,5,17,0.406020558002936,344.5,1,1003200,4,919
12,0,0.59,2,15,75,0.608663729809104,321.18,1,800800,2,10174
8,1,0.22,2,9,86,0.535242290748898,342.38,0,853600,3,8693
7,1,0.06,2,5,11,0.346549192364162,374.18,1,950400,2,829
8,1,0.05,2,8,32,0.542584434654917,359.34,1,844800,2,7059
6,1,0,2,8,18,0.398678414096916,368.88,1,941600,1,6068
8,0,0.09,2,10,67,0.472099853157122,329.66,1,862400,3,10734
7,1,0.2,2,12,32,0.444199706314248,355.1,0,906400,2,1788
8,0,0.49,2,20,57,0.523494860499261,350.86,1,809600,3,8462
8,1,0.14,2,10,44,0.417767988252572,349.8,1,871200,3,10201
9,0,0.21,3,20,110,0.633627019089575,350.86,1,924000,4,2171
16,0,0.49,4,7,29,0.552863436123348,337.08,1,1108800,4,1878
12,0,0.51,2,15,47,0.707048458149781,330.72,1,906400,3,8560
7,1,0.06,3,8,23,0.375183553597643,362.52,1,888800,1,11812
9,1,0.24,3,9,37,0.640969162995595,354.04,1,827200,2,654
11,0,0.48,3,5,21,0.640969162995595,330.72,1,932800,4,12260
8,0,0.36,2,7,20,0.167400881057259,347.68,1,1152800,4,4763
7,1,0.02,2,5,20,0.501468428781202,374.18,1,862400,2,7856
6,1,0,2,6,12,0.398678414096916,380.54,0,1126400,1,4199
9,0,0.3,3,35,135,0.552863436123348,328.6,1,818400,2,11413
8,0,0.32,2,17,38,0.442731277533035,358.28,1,968000,2,8965
8,0,0.42,2,23,73,0.488252569750367,352.98,1,827200,2,4683
7,1,0.02,2,17,26,0.286343612334798,355.1,1,994400,3,7829
7,1,0.03,2,27,99,0.435389133627015,351.92,1,862400,2,12241
6,1,0.12,2,13,80,0.391336270190888,384.78,1,915200,2,3610
9,0,0.34,2,5,13,0.582232011747428,342.38,1,924000,5,11113
10,0,0.54,2,5,10,0.541850220264311,333.9,1,862400,3,7786
9,0,0.41,2,6,16,0.511747430249624,350.86,1,932800,3,3930
9,0,0.46,2,19,52,0.310572687224662,339.2,1,1073600,3,10845
9,0,0.24,7,18,45,0.906754772393547,347.68,0,836000,2,12171
7,1,0,2,4,8,0.510279001468427,344.5,1,844800,2,4054
10,0,0.5,2,6,24,0.552863436123348,332.84,1,968000,4,2847
8,0,0.26,2,10,28,0.424375917767985,359.34,1,897600,3,83
6,0,0.1,1,12,28,0.398678414096916,354.04,1,809600,2,2361
11,1,0.38,7,68,121,0.714390602055801,339.2,1,809600,2,7625
8,0,0.39,2,10,46,0.519089574155644,361.46,1,906400,3,10541
8,1,0.09,2,7,28,0.438325991189418,351.92,0,897600,2,11837
7,1,0.25,2,32,69,0.420704845814975,362.52,1,924000,2,5156
8,0,0.57,2,24,121,0.501468428781202,342.38,1,800800,2,3817
8,0,0.44,4,12,27,0.472099853157122,350.86,1,1126400,5,8893
8,1,0.42,2,12,28,0.523494860499261,360.4,1,924000,2,1951
6,1,0.14,2,15,34,0.260646108663728,379.48,1,1144000,2,4057
9,0,0.46,5,10,22,0.338472834067535,354.04,1,1108800,4,2912
7,1,0.02,2,17,31,0.408957415565339,363.58,1,976800,3,2000
6,1,0.09,2,15,64,0.428046989720995,384.78,1,915200,2,11194
11,1,0.43,2,35,147,0.546989720998534,358.28,1,862400,2,3450
10,0,0.56,2,3,10,0.345814977973555,341.32,1,1047200,3,10917
7,1,0.05,2,7,19,0.461820851688691,357.22,0,880000,3,189
8,1,0.27,3,5,14,0.388399412628485,357.22,0,1020800,1,2514
7,1,0.03,2,36,52,0.441262848751829,373.12,1,875600,2,1263
9,1,0.14,3,11,59,0.640969162995595,364.64,1,1012000,3,10031
9,1,0.18,3,9,104,0.572687224669604,356.16,1,827200,2,6203
5,0,0.24,2,4,7,0.284875183553592,378.42,1,1012000,2,8099
12,0,0.54,2,25,50,0.707048458149781,322.24,1,862400,3,8727
8,1,0.49,3,38,69,0.604258443465487,357.22,1,924000,2,8241
6,1,0.12,2,12,28,0.458149779735681,381.6,1,915200,3,3045
9,1,0.26,2,9,48,0.593245227606457,346.62,1,853600,2,10946
5,0,0,2,18,33,0.11233480176211,369.94,1,1232000,3,2578
7,0,0.18,3,15,31,0.483113069016152,364.64,1,968000,2,6211
7,1,0.17,2,6,48,0.369309838472828,352.98,1,985600,2,2383
6,1,0,2,6,12,0.303230543318642,383.72,1,1029600,3,10046
11,1,0.43,2,5,19,0.640969162995595,322.24,1,818400,2,1674
9,1,0.02,3,11,35,0.685022026431714,350.86,1,836000,2,4373
9,1,0.31,3,25,143,0.573421439060194,342.38,1,853600,2,8320
11,0,0.42,4,7,13,0.552863436123348,337.08,1,1179200,4,8678
10,0,0.52,2,7,21,0.567547723935388,327.54,1,950400,4,10507
6,1,0.04,2,12,20,0.219530102790012,378.42,1,1100000,2,10053
8,0,0.32,2,24,122,0.494126284875182,339.2,1,862400,2,9711
9,0,0.35,2,13,45,0.479441997063142,355.1,1,924000,3,5621
10,1,0.32,3,22,53,0.582232011747428,330.72,1,897600,2,7097
6,0,0.09,2,9,37,0.426578560939781,387.96,1,915200,2,5296
8,0,0.42,2,18,43,0.552863436123348,363.58,1,906400,3,5139
9,0,0.5,2,16,43,0.501468428781202,352.98,1,888800,3,10281
8,1,0.16,2,11,73,0.457415565345074,338.14,1,862400,2,2629
8,0,0.24,2,23,51,0.516152716593241,357.22,1,941600,3,10448
8,0,0.4,2,6,11,0.237885462555062,347.68,1,1073600,4,152
12,0,0.49,3,26,55,0.685022026431714,333.9,1,880000,3,9364
8,1,0.2,2,7,21,0.545521292217329,345.56,1,792000,3,6559
8,1,0.6,2,15,90,0.494126284875182,352.98,1,809600,3,7131
7,1,0.03,3,6,12,0.486049926578555,358.28,1,880000,2,8702
6,0,0.04,2,18,49,0.241556534508072,381.6,1,1047200,3,7252
10,0,0.38,2,14,19,0.403083700440524,338.14,1,1126400,4,7128
8,1,0.06,2,5,11,0.450073421439055,359.34,1,915200,3,449
7,1,0.03,2,7,28,0.523494860499261,358.28,1,871200,4,9687
9,0,0.49,2,39,165,0.567547723935388,333.9,1,818400,2,1860
7,0,0.21,2,7,22,0.316446402349476,326.48,0,862400,2,4590
8,0,0.49,3,21,77,0.523494860499261,361.46,1,924000,2,2463
7,1,0.35,2,51,145,0.450073421439055,347.68,1,871200,2,6714
6,0,0.09,1,15,28,0.135095447870776,358.28,1,1073600,5,4922
5,0,0.24,2,18,34,0.11967694566813,392.2,1,1047200,4,5172
6,0,0.53,2,9,20,0.244493392070475,352.98,1,1047200,4,4321
6,1,0.08,2,13,21,0.458149779735681,371,1,968000,3,7970
11,0,0.69,5,6,15,0.523494860499261,337.08,1,1311200,5,2647
9,0,0.24,3,14,37,0.464757709251094,333.9,1,827200,2,2584
7,1,0.06,6,14,18,0.450073421439055,364.64,1,924000,2,6670
8,1,0.12,3,20,48,0.747430249632898,371,1,880000,3,9962
7,0,0.44,2,14,67,0.508810572687221,364.64,1,809600,3,1561
6,1,0.08,2,16,89,0.419236417033762,384.78,1,915200,2,11492
7,0,0.48,2,7,26,0.470631424375908,351.92,1,924000,3,2424
7,1,0.02,2,37,111,0.357562408223192,330.72,0,818400,2,4205
12,0,0.57,3,35,119,0.746696035242291,349.8,1,836000,2,792
8,1,0.7,2,30,141,0.494126284875182,319.06,1,836000,2,7206
9,0,0.43,3,7,16,0.397944199706309,337.08,1,976800,4,7234
9,1,0.33,2,16,72,0.450073421439055,322.24,1,1038400,4,10421
7,0,0.31,2,31,70,0.520558002936858,362.52,1,818400,2,8852
6,1,0.08,2,32,89,0.419236417033762,373.12,1,871200,2,5501
9,0,0.5,2,15,38,0.452276064610859,356.16,1,1047200,4,1173
8,0,0.29,3,18,95,0.339941262848749,351.92,1,1126400,3,8204
10,0,0.46,2,6,9,0.340675477239348,337.08,0,1047200,4,7922
8,1,0.1,2,28,55,0.492657856093968,351.92,1,818400,2,11767
8,0,0.29,2,13,26,0.435389133627015,350.86,1,959200,3,6126
10,1,0.24,2,12,42,0.457415565345074,331.78,0,844800,2,9369
12,0,0.49,4,4,8,0.589574155653448,325.42,1,1047200,4,6355
7,0,0.18,3,12,25,0.453010279001466,348.74,1,950400,4,496
7,1,0,2,22,41,0.458883994126288,354.04,0,827200,2,10614
8,1,0.03,2,4,8,0.486784140969162,371,0,853600,1,7141
6,1,0.15,2,22,35,0.225403817914819,356.16,1,1117600,3,4460
8,0,0.27,2,18,34,0.432452276064612,334.96,1,906400,3,4653
8,1,0.31,2,11,65,0.491923641703377,365.7,1,827200,2,6533
6,1,0.15,2,22,40,0.372246696035231,378.42,1,976800,3,4042
6,1,0,2,8,14,0.479441997063142,374.18,1,836000,3,11727
11,0,0.44,3,19,64,0.569016152716594,334.96,1,844800,2,1020
10,0,0.5,2,6,20,0.496328928046978,338.14,1,1003200,4,7723
7,0,0.26,2,5,16,0.450073421439055,361.46,1,915200,2,2465
8,0,0.43,2,31,45,0.450073421439055,358.28,1,1003200,3,3039
8,1,0.2,2,17,94,0.398678414096916,345.56,1,862400,3,8564
7,1,0.06,2,8,28,0.567547723935388,376.3,1,818400,2,251
8,1,0.03,2,7,15,0.377386196769455,351.92,1,946000,2,2131
8,1,0.01,2,31,46,0.378120411160062,364.64,1,1056000,3,4977
7,1,0.21,2,15,77,0.508810572687221,344.5,1,836000,3,1239
8,0,0.32,3,26,58,0.523494860499261,350.86,1,906400,3,6107
10,0,0.47,3,11,25,0.535242290748898,355.1,1,1029600,4,9563
8,0,0.14,2,6,12,0.523494860499261,336.02,1,800800,3,4285
8,0,0.35,2,21,60,0.596916299559467,350.86,1,950400,3,985
7,1,0.05,2,18,44,0.457415565345074,348.74,0,880000,2,3124
7,1,0.06,2,5,20,0.479441997063142,374.18,1,853600,2,3190
10,0,0.42,2,5,12,0.414831130690161,332.84,1,976800,3,5332
13,1,0.49,2,3,8,0.685022026431714,321.18,1,897600,1,4915
8,1,0.02,3,14,31,0.464757709251094,354.04,0,941600,3,5265
9,1,0.11,2,4,14,0.662995594713654,351.92,1,840400,2,7438
7,0,0.32,2,15,29,0.237151248164455,354.04,1,1082400,3,3061
9,0,0.48,4,25,90,0.671806167400888,351.92,1,924000,4,6110
7,0,0.24,2,5,12,0.303230543318642,359.34,1,985600,3,8836
7,0,0.25,2,23,48,0.420704845814975,359.34,1,827200,3,12242
8,0,0.36,2,10,29,0.450073421439055,346.62,1,968000,4,6885
10,0,0.56,2,3,9,0.466226138032308,334.96,1,1047200,4,10635
12,0,0.5,3,54,54,0.77312775330396,351.92,1,836000,2,8076
10,0,0.24,2,5,16,0.410425844346544,332.84,0,871200,3,9460
7,1,0.08,2,14,93,0.430249632892799,347.68,1,827200,2,9777
8,0,0.4,2,6,10,0.388399412628485,351.92,1,1003200,4,3566
8,1,0,3,11,31,0.538179148311301,358.28,1,853600,3,1049
7,1,0,2,50,54,0.574889867841408,371,1,818400,2,3915
7,0,0.25,2,8,17,0.429515418502201,359.34,0,827200,2,4704
7,0,0.33,2,12,37,0.442731277533035,354.04,1,836000,3,5405
8,1,0,3,7,23,0.472099853157122,358.28,1,906400,3,6956
7,1,0.09,2,4,14,0.429515418502201,356.16,0,994400,3,3371
7,0,0.44,3,23,42,0.456681350954476,360.4,1,932800,3,3046
8,0,0.36,2,35,79,0.494126284875182,359.34,1,836000,2,10986
7,0,0.32,2,4,10,0.237885462555062,359.34,1,1082400,2,7800
8,0,0.34,2,4,10,0.278267254038179,347.68,1,1047200,4,3650
7,1,0.18,2,18,91,0.463289280469889,358.28,1,888800,2,8404
7,0,0.46,2,21,73,0.530837004405281,364.64,1,836000,2,1090
10,1,0.27,3,31,151,0.582232011747428,327.54,1,836000,2,488
7,1,0.07,2,20,84,0.430249632892799,338.14,0,836000,2,9852
7,1,0.08,4,5,12,0.523494860499261,356.16,1,818400,4,11228
7,1,0.32,2,34,102,0.406020558002936,351.92,1,871200,2,6774
7,1,0.17,2,6,31,0.386930983847279,346.62,1,1038400,1,3507
7,1,0.03,2,10,37,0.497797356828192,357.22,0,809600,2,4517
7,1,0.03,2,17,27,0.517621145374455,364.64,1,827200,3,3116
7,1,0.13,2,29,96,0.298825256975025,334.96,1,880000,3,9355
7,1,0,2,22,31,0.479441997063142,373.12,1,871200,3,4573
7,1,0.06,2,4,11,0.285609397944199,336.02,0,880000,4,4327
6,0,0.53,2,9,24,0.210719530102779,357.22,1,1126400,4,8383
12,0,0.57,2,23,66,0.729074889867841,332.84,0,827200,2,227
8,1,0.15,2,13,54,0.530837004405281,349.8,1,792000,3,8661
8,0,0.1,2,6,14,0.523494860499261,348.74,0,827200,2,9935
7,1,0,2,18,32,0.74375917767988,389.02,1,897600,3,9347
7,1,0.18,2,17,104,0.389867841409682,338.14,1,880000,3,11620
9,0,0.49,3,34,67,0.596916299559467,328.6,1,809600,2,6677
6,1,0.02,2,6,11,0.182819383259905,380.54,1,1152800,3,1221
7,1,0.03,2,17,49,0.398678414096916,357.22,1,915200,3,11759
8,1,0.15,6,27,94,0.589574155653448,354.04,1,871200,3,6643
10,0,0.63,2,7,18,0.563142437591771,337.08,1,950400,3,1095
7,1,0.03,2,17,35,0.408957415565339,355.1,1,827200,2,5691
11,0,0.53,2,12,29,0.729074889867841,336.02,0,836000,2,1890
9,0,0.3,2,2,44,0.552863436123348,343.44,1,959200,3,9419
9,1,0.18,2,24,119,0.523494860499261,310.58,1,897600,2,11673
7,1,0,2,6,12,0.372246696035231,374.18,1,1012000,3,11399
9,0,0.41,2,6,16,0.486784140969162,350.86,1,836000,3,8828
6,0,0.26,2,8,35,0.384728340675475,362.52,1,1170400,2,7600
10,0,0.44,2,11,43,0.567547723935388,337.08,1,915200,2,895
7,1,0,2,21,28,0.406020558002936,362.52,1,924000,2,11713
8,1,0,6,5,14,0.611600587371507,357.22,1,871200,3,12297
10,0,0.35,2,5,11,0.541850220264311,336.02,1,959200,2,9725
8,0,0.48,3,6,20,0.523494860499261,349.8,1,1100000,4,8889
8,1,0,2,10,35,0.523494860499261,356.16,1,844800,3,7890
12,0,0.63,3,10,23,0.699706314243761,343.44,1,1073600,3,7431
7,1,0,2,26,44,0.444199706314248,356.16,1,1029600,3,5696
5,1,0.08,2,13,27,0.188693098384719,375.24,1,1144000,4,5171
11,0,0.59,3,34,72,0.75844346549192,349.8,1,968000,4,98
11,0,0.45,2,6,15,0.530837004405281,337.08,1,906400,2,5599
5,1,0,1,15,23,0.244493392070475,413.4,1,1108800,3,10302
9,1,0.21,2,5,21,0.563142437591771,339.2,1,853600,2,3027
8,1,0.03,2,10,39,0.560205580029368,350.86,1,818400,2,7048
10,0,0.53,2,6,16,0.496328928046978,342.38,1,1012000,2,7376
6,0,0.14,2,9,18,0.532305433186495,374.18,1,844800,3,1283
8,0,0.34,3,4,10,0.342143906020545,346.62,1,1012000,4,8478
7,1,0.03,2,7,15,0.475036710719525,384.78,1,836000,3,6980
8,0,0.42,2,9,23,0.470631424375908,361.46,1,1047200,3,2363
10,1,0.22,2,13,48,0.596916299559467,329.66,1,897600,3,11097
10,0,0.33,2,20,72,0.611600587371507,332.84,1,871200,3,8344
8,1,0.04,2,8,16,0.449339207048448,351.92,1,924000,3,10320
8,1,0.24,2,5,15,0.494126284875182,339.2,1,809600,1,4700
7,1,0,3,7,16,0.495594713656387,361.46,1,941600,3,11918
8,1,0.24,2,8,28,0.538179148311301,348.74,0,792000,3,11123
7,1,0.06,3,12,85,0.518355359765046,380.54,1,818400,3,9201
8,0,0.34,3,27,60,0.494126284875182,355.1,1,932800,3,11245
7,0,0.25,2,13,26,0.479441997063142,361.46,1,853600,2,12013
8,0,0.32,2,24,38,0.237151248164455,341.32,0,1100000,4,6797
10,0,0.54,3,5,10,0.552863436123348,332.84,1,968000,3,8790
8,0,0.24,2,10,18,0.358296622613799,347.68,1,880000,3,10992
9,0,0.24,2,19,90,0.592511013215851,347.68,1,853600,2,2355
8,1,0.27,2,12,29,0.494126284875182,345.56,1,836000,3,6800
9,0,0.4,4,25,58,0.580763582966222,321.18,0,836000,2,7413
7,0,0.49,2,23,121,0.382525697503662,330.72,1,1020800,4,7807
7,1,0.19,2,11,39,0.486784140969162,366.76,1,836000,2,4917
8,0,0.23,2,23,122,0.516152716593241,339.2,1,841866.666666667,2,207
7,1,0.01,2,9,18,0.374449339207052,354.04,1,968000,3,126
6,0,0.03,6,17,73,0.414831130690161,379.48,0,1047200,3,10073
9,0,0.23,3,28,90,0.604258443465487,328.6,1,809600,2,5688
6,1,0.08,4,6,14,0.425110132158592,387.96,0,1082400,3,1694
7,1,0.26,2,31,89,0.298825256975025,334.96,1,1126400,3,3030
10,0,0.31,3,15,27,0.626284875183555,341.32,2,836000,3,4863
8,1,0.04,4,5,10,0.420704845814975,371,1,985600,2,42
7,1,0.02,2,29,43,0.301027900146846,355.1,0,985600,3,6239
7,0,0.26,2,13,31,0.421439060205582,345.56,1,809600,2,5002
7,1,0,2,14,45,0.567547723935388,373.12,1,950400,3,457
8,1,0.16,2,3,7,0.331130690161515,329.66,1,862400,3,2522
10,0,0.55,2,25,149,0.596916299559467,342.38,1,818400,2,114
11,0,0.5,3,5,18,0.640969162995595,331.78,1,836000,2,1939
7,1,0.02,2,6,12,0.450073421439055,358.28,1,853600,3,2294
6,0,0.43,6,22,45,0.451541850220268,362.52,1,968000,3,1364
8,1,0.35,3,15,65,0.497797356828192,350.86,1,836000,1,6317
12,0,0.63,2,6,15,0.494126284875182,329.66,1,897600,2,7171
8,1,0.26,4,21,66,0.465491923641701,369.94,1,968000,2,10260
6,0,0.29,2,19,47,0.269456681350946,359.34,1,1196800,2,12271
9,0,0.52,2,16,25,0.351688693098386,339.2,1,985600,3,5204
7,1,0.12,2,32,47,0.267254038179141,352.98,1,836000,2,8922
8,0,0.32,2,24,58,0.582232011747428,336.02,1,836000,3,1520
8,1,0,2,6,14,0.464757709251094,351.92,1,853600,3,4434
8,1,0.07,2,19,101,0.479441997063142,332.84,1,818400,2,1457
11,0,0.49,3,10,26,0.626284875183555,324.36,1,941600,4,1382
7,1,0.04,2,6,15,0.380323054331858,360.4,1,906400,3,11164
10,1,0.34,3,29,99,0.73641703377386,343.44,1,827200,2,4558
12,0,0.48,3,28,78,0.74375917767988,334.96,1,836000,2,1206
7,1,0.14,2,9,34,0.464757709251094,366.76,1,994400,2,10461
6,0,0.09,2,3,9,0.391336270190888,377.36,1,1029600,2,6629
7,1,0.05,2,18,35,0.494126284875182,373.12,1,941600,3,11899
9,1,0.27,3,23,56,0.596916299559467,340.26,1,915200,3,7745
12,0,0.58,3,29,99,0.746696035242291,330.72,1,880000,3,4920
7,1,0.32,6,19,98,0.572687224669604,374.18,1,853600,3,10545
8,0,0.31,2,8,35,0.442731277533035,343.44,1,906400,3,4052
10,0,0.58,4,11,35,0.541850220264311,328.6,1,994400,4,3221
7,0,0.24,2,27,67,0.460352422907486,354.04,1,836000,2,3797
10,0,0.39,2,28,88,0.665932452276057,351.92,1,941600,3,10181
8,1,0.03,2,25,58,0.541116005873712,355.1,1,862400,2,10863
10,0,0.51,3,11,37,0.494126284875182,355.1,1,1029600,4,12303
10,0,0.24,3,20,46,0.524963289280475,342.38,1,888800,2,6105
7,1,0.19,5,19,102,0.665932452276057,367.82,1,853600,2,2625
9,1,0.15,2,9,30,0.536710719530095,344.5,0,844800,3,8461
7,1,0,3,15,21,0.389867841409682,360.4,1,968000,3,71
9,0,0.39,2,29,55,0.298825256975025,339.2,1,1100000,3,11226
7,1,0.18,2,7,65,0.479441997063142,354.04,1,880000,2,11157
9,1,0.24,3,28,79,0.598384728340681,346.62,1,853600,2,11340
8,1,0.09,2,28,53,0.545521292217329,350.86,1,836000,3,10797
8,1,0.05,2,10,32,0.508810572687221,349.8,0,844800,1,3067
10,0,0.42,2,21,51,0.596916299559467,342.38,1,871200,3,58
11,0,0.53,2,6,10,0.400146842878121,341.32,1,1056000,4,12472
6,1,0.09,2,10,17,0.532305433186495,381.6,1,844800,3,6280
9,0,0.35,2,10,39,0.552863436123348,360.4,1,792000,3,9516
6,1,0.09,2,7,23,0.182819383259905,378.42,1,1152800,3,4774
9,0,0.64,2,22,52,0.486784140969162,351.92,1,924000,3,1214
10,0,0.45,3,5,20,0.640969162995595,339.2,1,924000,3,720
7,0,0.21,2,46,80,0.294419970631416,334.96,1,880000,3,258
10,0,0.51,7,22,46,0.906754772393547,334.96,1,888800,2,1885
8,0,0.33,2,16,49,0.589574155653448,363.58,1,853600,3,2532
6,1,0.09,2,24,36,0.349486049926565,377.36,1,959200,3,4560
8,0,0.38,2,6,17,0.435389133627015,351.92,1,994400,4,1816
8,0,0.49,2,6,11,0.257709251101309,332.84,1,1126400,4,11010
12,0,0.55,2,25,50,0.729074889867841,328.6,0,792000,2,11081
10,0,0.52,2,6,17,0.471365638766515,342.38,1,1020800,3,11988
10,0,0.5,2,13,23,0.451541850220268,328.6,1,897600,2,4942
7,0,0.27,2,23,67,0.522026431718055,373.12,1,836000,2,11001
7,1,0.04,2,12,31,0.534508076358291,358.28,1,792000,2,11950
7,1,0.02,2,17,87,0.541850220264311,372.06,1,853600,2,8497
7,1,0.04,2,12,20,0.439794419970632,354.04,1,809600,3,10481
8,1,0.01,2,7,28,0.615271659324517,368.88,1,818400,2,7419
8,1,0.19,2,15,50,0.523494860499261,349.8,1,827200,2,11494
10,0,0.42,2,5,17,0.496328928046978,341.32,1,906400,3,8880
8,0,0.68,2,14,27,0.476505139500731,321.18,1,836000,2,6593
9,0,0.4,2,25,60,0.310572687224662,347.68,1,1126400,3,2280
5,0,0.11,2,6,14,0.413362701908955,396.44,1,950400,3,3068
8,1,0.26,2,24,81,0.461820851688691,333.9,1,871200,2,7762
9,0,0.39,2,20,46,0.360499265785603,343.44,1,976800,4,6016
8,1,0.06,2,5,19,0.457415565345074,345.56,1,880000,4,10321
8,1,0,2,33,43,0.376651982378848,334.96,1,818400,2,5381
12,1,0.49,3,19,112,0.74375917767988,334.96,1,836000,2,6031
9,0,0.24,2,10,30,0.589574155653448,352.98,1,818400,3,3896
8,0,0.51,2,9,21,0.398678414096916,324.36,1,906400,3,6993
11,0,0.6,2,5,18,0.640969162995595,322.24,1,818400,3,8451
8,0,0.68,8,23,129,0.226872246696032,326.48,1,1135200,5,1655
7,1,0.06,2,8,16,0.346549192364162,372.06,0,1003200,3,1664
8,0,0.09,2,6,12,0.450073421439055,359.34,0,880000,4,7063
8,0,0.26,2,4,11,0.450073421439055,359.34,1,924000,2,910
9,1,0.14,2,3,28,0.552863436123348,333.9,1,853600,2,3544
7,1,0,2,14,39,0.490455212922172,366.76,1,792000,2,11592
7,1,0.33,7,66,95,0.677679882525694,352.98,1,906400,3,9263
7,1,0.02,2,15,23,0.372246696035231,365.7,1,928400,3,8927
8,1,0.16,2,12,31,0.558737151248155,356.16,0,836000,2,4488
12,0,0.49,4,19,39,0.567547723935388,320.12,1,1029600,4,9673
8,1,0.21,2,33,69,0.492657856093968,336.02,1,841866.666666667,2,5483
8,0,0.34,2,16,38,0.28854625550661,341.32,1,1047200,3,10768
5,0,0.27,2,5,32,0.171071953010269,375.24,1,1135200,3,7094
10,1,0.42,2,25,62,0.546989720998534,354.04,1,844800,2,12462
9,0,0.49,2,23,57,0.501468428781202,330.72,1,809600,3,8642
7,0,0.08,2,13,26,0.479441997063142,374.18,1,862400,3,5487
7,0,0.3,3,16,80,0.582232011747428,373.12,1,836000,3,2761
7,1,0,2,16,45,0.479441997063142,366.76,1,959200,3,7259
7,0,0.49,6,11,30,0.300293685756239,360.4,1,1038400,3,5484
7,1,0.08,2,14,93,0.542584434654917,371,1,827200,2,3826
